Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Revenue,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,OperatingSystems_2,OperatingSystems_3,OperatingSystems_4,OperatingSystems_5,OperatingSystems_6,OperatingSystems_7,OperatingSystems_8,Browser_2,Browser_3,Browser_4,Browser_5,Browser_6,Browser_7,Browser_8,Browser_10,Browser_11,Browser_13,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,TrafficType_2,TrafficType_3,TrafficType_4,TrafficType_5,TrafficType_6,TrafficType_7,TrafficType_8,TrafficType_9,TrafficType_10,TrafficType_11,TrafficType_13,TrafficType_14,TrafficType_15,TrafficType_20,VisitorType_Other,VisitorType_Returning_Visitor,Weekend_True,avg_time_per_page,purchase_per_session
1,-0.23852342733443338,0,-0.2702109693295498,12,-0.4594964772386615,-0.6658284873608458,-0.5863925079876248,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3558517718973312,0.0
1,-0.44470192203777864,0,-0.2702109693295498,21,-0.5777311710642032,0.08841772522247406,-0.32352275232436645,1.872357014483754,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.5702320381982002,0.0
3,0.3276492644699909,2,11.223723161606566,62,1.636411420501012,-0.3947712492925704,-0.7257924052238561,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.21567163922080645,0.0
1,-0.5756089028018073,0,-0.2702109693295498,50,0.04781684643561688,-0.14539859026975713,-0.4870652916380199,-0.09577523829595119,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,-0.5826922767876437,0.0009896767295386653
0,-0.5756089028018073,0,-0.2702109693295498,3,-0.7838839705548916,-0.6658284873608458,2.161791164809326,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1.2543905250772005,0.0
0,-0.5756089028018073,0,-0.2702109693295498,6,-0.9437350717642488,0.2979305716887647,1.7152112885055522,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.7531420713130391,0.0
3,-0.19379687559520806,0,-0.2702109693295498,9,-0.8118119790052961,2.2254486897879855,0.8220516430771656,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.45004693914871613,0.0
0,-0.5756089028018073,1,1.159382828050564,12,-0.6989975237057846,-0.6658284873608458,-0.17416494635016608,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.3425652017281665,0.0
0,-0.5756089028018073,0,-0.2702109693295498,31,-0.14421708447668574,-0.6658284873608458,-0.885035827591433,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,-0.31904735256465483,0.0
2,-0.3350673256479046,2,-0.1672802159181816,20,-0.6311067399530407,0.056990785241783054,0.4043710200487719,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.6266036681537875,0.0
4,-0.38753920712597056,0,-0.2702109693295498,12,-0.7962862111659623,-0.6658284873608458,0.6561791359664773,0.0800169323370209,0.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.62627198157834,0.0040858018386108275
8,4.809031572843419,3,2.306870115699777,45,1.026255200955508,0.3546223014536397,0.06023893497820224,0.04695092790176772,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.31357472132592207,0.0
0,-0.5756089028018073,0,-0.2702109693295498,10,-0.26684833974669475,-0.6658284873608458,-0.219968014708726,4.797340936843368,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.34082501401945,0.001379310344827586
5,-0.08634406219624999,0,-0.2702109693295498,14,-0.5000104632348261,-0.6658284873608458,-0.14991625049220353,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.01802906236846546,0.0
3,-0.13707051724231112,0,-0.2702109693295498,5,-0.9093395244695458,-0.6658284873608458,-0.9642677549587684,-0.34801785278265523,0.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.4263645225375474,0.0
0,-0.5756089028018073,0,-0.2702109693295498,12,-0.7290385065192673,-0.6658284873608458,-0.07110805594080127,-0.34801785278265523,0.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.4301687116535742,0.0
1,-0.3844847108863254,0,-0.2702109693295498,0,-1.0650014244058301,-0.6658284873608458,2.161791164809326,-0.34801785278265523,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-1.4098813593514818,1.0
6,-0.19925133310522475,0,-0.2702109693295498,66,0.35221477323640216,-0.30936965730140076,-0.4186951148795947,0.7533345515985422,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.6079964749404926,0.000777273436912776
0,-0.5756089028018073,0,-0.2702109693295498,16,-0.7557722251697977,-0.6658284873608458,-0.7409778168068814,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.720305106911117,0.0
4,0.1181980952475449,0,-0.2702109693295498,6,-0.866106232347095,-0.6658284873608458,-0.07110805594080127,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.33272942081669077,0.0
6,-0.10761644657040466,1,0.1529487946949639,15,-0.7482849465419222,-0.6658284873608458,-1.3446875959983284,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6594665454108289,0.0
0,-0.5756089028018073,1,0.8734640685745413,19,0.7492311424469484,-0.47307669289858695,0.1769918753390731,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.028972225487644,0.0
0,-0.5756089028018073,0,-0.2702109693295498,4,-0.8287157736894357,-0.6658284873608458,1.2686314657913589,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.38162381337658674,0.0
6,1.7867166544539062,4,1.0358659239569223,17,-0.17573321205736117,0.2015546744576353,-0.6070038646336654,-0.34801785278265523,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4630030986654216,0.0
2,0.09528937361383988,3,0.41599405341290485,22,0.07597715127799382,-0.6658284873608458,-0.6605934455029518,0.4997658688168159,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4707357206734628,0.0009652742585487102
3,-0.17634261147151972,0,-0.2702109693295498,79,2.0437901417571407,-0.13693631340473988,-0.10378462441333404,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.06328685749443196,0.0
1,-0.555972855687203,0,-0.2702109693295498,11,-0.4594046088264379,-0.6658284873608458,-1.1428996733265295,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5032864250807804,0.0
1,-0.5494275066490016,1,-0.13296996478105885,16,0.05171206940693038,0.3546223014536397,-0.14991625049220353,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0803721743234198,0.0
9,0.6584003762982004,3,1.9875941683806682,76,0.8740612166413126,-0.24064064423175746,-0.5044774574853257,0.8527678051626452,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.4552145224086608,0.0
4,0.3438490033395394,1,-0.2702109693295498,48,0.3158490677338222,0.5518440683020139,-0.085114657513445,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.3415615005790337,0.0
0,-0.5756089028018073,0,-0.2702109693295498,13,-0.5843456993901077,2.0030427997894766,2.8488370294189833,-0.34801785278265523,0.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.10834349760256813,0.0
0,-0.5756089028018073,0,-0.2702109693295498,40,1.609766841439044,-0.2427147308482978,-0.18002995084924345,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1.0632832757569208,0.0
0,-0.5756089028018073,0,-0.2702109693295498,19,-0.5516772789728048,-0.6658284873608458,-0.0005954749183839027,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.43688230181108995,0.0
0,-0.5756089028018073,0,-0.2702109693295498,50,0.4450402713287702,1.104341207623848,0.9099654576723918,-0.17778445749448973,0.6,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.28742494606545715,0.0
1,-0.3661577335793614,0,-0.2702109693295498,50,2.0956406939888397,-0.6658284873608458,-1.1964892541958159,7.70995891570575,0.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,0.9395127175903198,0.0003486750348675035
4,1.8090799298980709,2,-0.05291271212777249,85,2.950090057892704,0.008802879995376421,0.17271692729396826,-0.08270754862692782,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.3600145119307257,0.0
0,-0.5756089028018073,0,-0.2702109693295498,12,-0.9145209049915042,0.779810144582728,0.3754717667733917,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.9710601077985225,0.0
6,0.16401553851495496,0,-0.2702109693295498,18,-0.6687911776841544,0.056990785241783054,1.2686314657913589,-0.34801785278265523,0.0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6193432249748723,0.0
2,0.26546844860707725,0,-0.2702109693295498,7,-0.8345953543868255,1.7435692036323385,1.452934233606708,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.3180522929875709,0.0
1,2.1210749009371845,0,-0.2702109693295498,54,1.5554542140399774,-0.6658284873608458,-1.1380278981192835,-0.34801785278265523,0.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.3963145106768898,0.0
0,-0.5756089028018073,0,-0.2702109693295498,3,-0.9969269037183969,-0.6658284873608458,2.161791164809326,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.7647096383182618,0.0
0,-0.5756089028018073,0,-0.2702109693295498,8,-0.7164892764265903,-0.6658284873608458,1.2686314657913589,-0.34801785278265523,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.05811890494814644,0.0
0,-0.5756089028018073,0,-0.2702109693295498,3,-1.002163405309738,-0.6658284873608458,2.161791164809326,-0.34801785278265523,0.2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.814338232243894,0.0
0,-0.5756089028018073,0,-0.2702109693295498,14,-0.7748716757108467,-0.6658284873608458,-0.262499439155216,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.6766319442565605,0.0
0,-0.5756089028018073,3,0.11577935596308093,9,-0.7189198530998279,2.2254486897879855,0.07775190282712328,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,-0.09789537268500002,0.0
0,-0.5756089028018073,0,-0.2702109693295498,6,-0.8906351082223241,-0.6658284873608458,0.3754717667733917,-0.34801785278265523,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.46556986771537584,0.0
0,-0.5756089028018073,0,-0.2702109693295498,15,0.1142587339641659,-0.6658284873608458,1.089999547423598,-0.34801785278265523,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.3842084786616178,0.0
0,-0.5756089028018073,0,-0.2702109693295498,16,-0.6730906210959923,-0.6658284873608458,-0.6452821519944646,0.23655720300074043,0.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.5359264297880248,0.002805049088359046
0,-0.5756089028018073,0,-0.2702109693295498,1,-1.03501556266173,-0.6658284873608458,-1.4108475776729614,2.7173561595963838,0.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.8415033573400296,0.03546099290780142
0,-0.5756089028018073,0,-0.2702109693295498,10,-0.6843904403194123,1.0689378362761164,0.7327356570984948,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.09816675243668314,0.0
4,1.4043591812541272,0,-0.2702109693295498,15,-0.7814953908449008,3.6710873217315596,1.201644489704751,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.7381539870955486,0.0
5,0.05928995390373197,0,-0.2702109693295498,53,2.653188341868603,-0.33851407849176646,-1.2760310365197376,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.2004071634712496,0.0
3,-0.07161702686029675,5,2.5089193727773913,127,1.7724934247337167,-0.643587915708658,-0.9180066564525188,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.5695011146782128,0.0
0,-0.5756089028018073,0,-0.2702109693295498,14,-0.4458080783052508,-0.6658284873608458,-0.07110805594080127,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.15501559072390178,0.0
9,1.52067548790232,2,3.1417528933697634,51,0.906536817715082,0.8060944565353133,-0.6225536853666019,0.08344962300631455,0.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.027435713747444187,0.0005588556537661346
12,3.8234890174757927,2,0.7133495632679685,23,-0.8036225630142456,-0.6658284873608458,-0.8564725809881032,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.9970145771281133,0.0
0,-0.5756089028018073,0,-0.2702109693295498,21,-0.8742825243422522,0.16025075567500108,-0.13490516581574602,-0.34801785278265523,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.0812403354611704,0.0
0,-0.5756089028018073,0,-0.2702109693295498,68,-0.24171313210825796,-0.41071583352638247,-0.7961435744286953,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.9575532563014473,0.0
1,-0.5494275066490016,3,1.4281464619580255,5,-0.8601347832374818,-0.6658284873608458,-0.4060429363738414,-0.34801785278265523,0.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.1154747577806207,0.0
5,0.05683544801440643,0,-0.2702109693295498,27,1.0116573040465588,-0.6658284873608458,-0.39009365890510533,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1.4017464028308257,0.0
3,-0.08078051551377881,0,-0.2702109693295498,14,-0.8681199887852845,0.4184004649122556,-1.0759126972399213,-0.34801785278265523,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.9122998525905738,0.0
2,-0.3432490119456564,0,-0.2702109693295498,29,2.56929604319298,0.1735745416853785,-0.23533418394802336,0.6104008683230351,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3.182626827734435,0.0
7,0.1718699573607967,0,-0.2702109693295498,26,-0.66792945159606,-0.6658284873608458,-0.9392457078592813,-0.34801785278265523,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.8523668275429284,0.0
0,-0.5756089028018073,2,0.5761085587194776,6,-0.9729492385369933,-0.6658284873608458,1.7152112885055522,-0.34801785278265523,0.4,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.911356536158664,0.0
2,-0.09125307397490107,0,-0.2702109693295498,30,0.8180261737831299,-0.08757301723575298,-0.6963198506123365,0.5021479210182593,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.8928629292623752,0.0005851089766609993
8,0.19346960918686143,0,-0.2702109693295498,17,-0.46363055744235177,-0.6658284873608458,-0.39009365890510533,-0.34801785278265523,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.1433364243137073,0.0
0,-0.5756089028018073,0,-0.2702109693295498,16,-0.3548215664812237,-0.30441880769037327,0.2861558343843018,-0.34801785278265523,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1738085580177983,0.0
7,0.11656175798799454,0,-0.2702109693295498,124,2.6767602553461742,-0.5281485846087658,-0.7185306954785826,-0.037054902192604794,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,-0.27508787797546264,0.0
0,-0.5756089028018073,0,-0.2702109693295498,38,2.55865767680215,2.529793664934001,2.6520216303664643,-0.34801785278265523,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.112476281319038,0.0
9,-0.04543563070749101,0,-0.2702109693295498,34,0.27897562001273174,-0.05713853706881471,-0.20206003805921752,0.15178359720331447,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.04582751300196139,0.0008195957307176428
8,1.1275454612953464,0,-0.2702109693295498,58,0.5188368837706913,-0.6658284873608458,-0.9697360357906704,0.32459632367253966,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-0.39220530967829853,0.0
7,-0.30479508634622293,0,-0.2702109693295498,67,2.2580168649284977,-0.499481050680768,-0.9920005238273668,-0.12810849816211,0.8,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4426882754139047,0.0
